"storyTitle","issueNum","publicationDate","principleCharacters","creators","description","value","publisher","series","volumeNum","grade","slabbed","signatures","authenticated"
"War And Remembrance","456","Sep 1997","","Peter David | Joe Kubert | Adam Kubert","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Of Course You Realize This Means War","457","Oct 1997","","Peter David | David Arnold Brewer | Cam Smith","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Crash And Burn","458","Nov 1997","","Peter David | Adam Kubert | Mark Farmer","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Last Legs","459","Dec 1997","","Peter David | Adam Kubert | Bud LaRosa","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Homecoming","460","Jan 1998","","Peter David | Adam Kubert | Mark Farmer","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Self Destruction","461","Dec 17, 1997","","Peter David | David Arnold Brewer | Andrew Pepoy","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Reconciliations","462","Mar 1998","","Peter David | Adam Kubert | Mark Farmer","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"College Daze","463","Apr 1998","","Peter David | Adam Kubert | Bud LaRosa","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Battleground Earth","464","May 1998","","Peter David | Joe Kubert | Adam Kubert","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Men In Green","465","Jun 1998","","Peter David | David Arnold Brewer | Andrew Pepoy","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Of All Sad Words...","466","Jul 1998","","Peter David | Adam Kubert | Mark Farmer","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"The Lone And Level Sands","467","Jun 17, 1998","","Peter David | Joe Casey | Javier Pulido","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"A Dark Green Life","468","Sep 1998","","Joe Casey | Javier Pulido | Larry Mahlstedt","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Adaptive Audience","469","Oct 1998","","Joe Casey | Javier Pulido | Larry Mahlstedt","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Circus People","470","Nov 1998","","Joe Casey | Edward McGuinness, Jr. | Nathan Massengil","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Odds & Sods","471","Dec 1998","","Joe Casey | Edward McGuinness, Jr. | Nathan Massengill","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"The Great Astonishment, Part 1: Auldlang Syne","472","Jan 1999","","Joe Casey | Javier Pulido | Sean Parsons","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"The Great Astonishment, Part 2: The Edge Of Universal Pain","473","Feb 1999","","Joe Casey | Javier Pulido | Sean Parsons","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"The Great Astonishment","474","Mar 1999","","Joe Casey | Javier Pulido | Sean Parsons","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Seeing Red / A Hulk Of A Different Color / Weapon Of A.R.M.O.R. / Hulk: Gray 1 / Hulk Driving / Hulkdonald's","600B","Sep 01, 2009","","Jeph Loeb | Fred Van Lente | Audrey Loeb","Ed McGuinness Variant Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Banner's Back / Clash Of Furies","601A","Aug 26, 2009","","Gregory Pak | Fred Van Lente | Ariel Olivetti","Ariel Olivetti Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Playdate / Dead Women","602A","Sep 23, 2009","","Gregory Pak | Fred Van Lente | Ariel Olivetti","Ariel Olivetti Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Quality Time","604","Nov 18, 2009","","Gregory Pak | Fred Van Lente | Ariel Olivetti","","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Banner and Son / Untitled She-Hulk Story","605A","Dec 09, 2009","","Gregory Pak | Fred Van Lente | Ariel Olivetti","Ariel Olivetti Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Fall of the Hulks - Father's Day / The Right Direction","606A","Jan 20, 2010","","Gregory Pak | Harrison Wilcox | Paul Pelletier","John Romita Jr. Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"Fall of the Hulks - Endgame / Big, Red, and Deadly!","608A","Mar 17, 2010","","Gregory Pak | Harrison Wilcox | Paul Pelletier","John Romita Jr. Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"World War Hulks - Perfection / Act 1:","609A","May 12, 2010","","Gregory Pak | Scott Reed | Paul Pelletier","John Romita Jr. Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"World War Hulks - Unbound / Act II: A Wake For War","610A","Jun 16, 2010","","Gregory Pak | Scott Reed | Paul Pelletier","John Romita Jr. Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 1","0","","","",""
"No Escape","½","Dec 1998","","Terry Kavanagh | Paul Lee","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Gathering Storm","1A","Apr 1999","","John Byrne | Ron Garney | Dan Green","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Holocost In The Heartland!","2A","May 1999","","John Byrne | Ron Garney | Dan Green","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Heart Of Darkness... Soul Of Fire","3","Jun 1999","","John Byrne | Ron Garney | Dan Green","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Turbulence","4","May 19, 1999","","John Byrne | Ron Garney | Dan Green","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Yes, I Saw The Hulk!","5","Aug 1999","","John Byrne | Scott Koblish | Mark Texeira","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"New Lives For Old","6","Sep 1999","","John Byrne | Ron Garney | Dan Green","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Trouble In Paradise","7","Oct 1999","","John Byrne | Ron Garney | Dan Green","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Death Match","8","Nov 1999","","Erik Larsen | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Chip On My Shoulder","9","Oct 20, 1999","","Jerry Ordway | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"This Power Divided","10","Nov 17, 1999","","Jerry Ordway | Ron Garney | Ron Frenz","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Role Reversal","11","Feb 2000","","Jerry Ordway | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Snake Eyes, Part 1","12","Mar 2000","","Paul Jenkins | Mike McKone | Ron Garney","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Snake Eyes, Part 2","13","Apr 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, Part 1","14","May 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, Part 2","15","Jun 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, The Dogs Of War, Part 3","16","Jul 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, Part 4: Codename Flux","17","Aug 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, Part 5","18","Sep 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, Part 6","19","Oct 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Dogs of War, Part 7","20","Nov 2000","","Paul Jenkins | Ron Garney | Sal Buscema","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Maximum Security - Part 9: The Truth Is Really 'out There'","21","Dec 2000","","Paul Jenkins | Kyle Hotz | Eric Powell","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"DISorganized Crime, Part One","22","Jan 2001","","Paul Jenkins | Kyle Hotz | Eric Powell","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"DISorganized Crime, Part Two: Chicago Dope","23","Feb 2001","","Paul Jenkins | Kyle Hotz | Eric Powell","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dear Betty","24","Mar 2001","","Paul Jenkins | John Romita Jr. | Dick Giordano","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Always On My Mind","25A","Apr 2001","","Paul Jenkins | John Romita Jr. | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Do You Know Where You're Going?","26","May 2001","","Sean McKeever | Paul Jenkins | Kyle Hotz","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Past Perfect","27/501","Jun 2001","","Paul Jenkins | John Romita Jr. | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Once In A Lifetime","28/502","Jul 2001","","Paul Jenkins | John Romita Jr. | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Animus","29/503","Aug 2001","","Fabian Nicieza | Kyle Hotz | Eric Powell","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Spiral Staircase, Part 1","30/504","Sep 2001","","Sean McKeever | Paul Jenkins | Joe Bennett","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Spiral Staircase, Part 2","31/505","Oct 2001","","Sean McKeever | Paul Jenkins | Joe Bennett","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Spiral Staircase, Part 3","32/506","Nov 2001","","Sean McKeever | Paul Jenkins | Joe Bennett","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tides","33/507","Dec 2001","","Christopher Priest | Jon Bogdanove","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Morning After","34A","Jan 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"'Nuff Said - Silent Running","35","Feb 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Gang's All Here","36","Mar 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"You Must Remember This...","37","Apr 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Last Chance Cafe","38","May 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tag...You're Dead","39","Jun 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Boiling Point","40","Jul 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Poker Face","41","Aug 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"All Fall Down","42","Sep 2002","","Bruce Jones | John Romita Jr. | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"The Beast Within","43","Oct 2002","","Bruce Jones | Lee Weeks | Thomas Palmer, Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Now You See It","44","Oct 2002","","Bruce Jones | Stuart Immonen | Scott Koblish","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Remember Me Never","45","Nov 2002","","Bruce Jones | Stuart Immonen | Scott Koblish","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Multiple Organism","46","Dec 2002","","Bruce Jones | Stuart Immonen | Scott Koblish","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Transfer Of Power","47","Jan 2003","","Bruce Jones | Stuart Immonen | Scott Koblish","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"From Here To Infinity","48","Feb 2003","","Bruce Jones | Stuart Immonen | Scott Koblish","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Pratt Fall","49","Mar 2003","","Bruce Jones | Stuart Immonen | Scott Koblish","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dark Mind, Dark Hearts, Part 1","50","Apr 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dark Mind, Dark Hearts, Part 2: Killing Season","51","May 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dark Mind, Dark Hearts, Part 3: Vicious Circles","52","Jun 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dark Mind, Dark Hearts, Part 4: Enemy Mine","53","Jul 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dark Mind, Dark Hearts, Part 5: Enemy Mine","54","Jul 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Hide in Plain Sight, Part 1: Hide In Plain Site","55","Jun 11, 2003","","Bruce Jones | Leandro Fernandez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Hide in Plain Sight, Part 2: Inside Out","56","Sep 2003","","Bruce Jones | Leandro Fernandez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Hide in Plain Sight, Part 3: A Mind Of His Own","57","Sep 2003","","Bruce Jones | Leandro Fernandez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Hide in Plain Sight, Part 4: Brain Dead","58","Oct 2003","","Bruce Jones | Leandro Fernandez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Hide in Plain Sight, Part 5","59","Oct 2003","","Bruce Jones | Leandro Fernandez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Split Decisions, Part 1","60","Nov 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Split Decisions, Part 2: From Shadowed Places","61","Nov 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Split Decisions, Part 3: Night Eyes","62","Dec 2003","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Split Decisions, Part 4: Blue Moon","63","Jan 2004","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Split Decisions, Part 5: Deja Vu","64","Feb 2004","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Split Decisions, Part 6: Double Exposure","65","Mar 2004","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dead Like Me, Part 1","66","Mar 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dead Like Me, Part 2: Bury Me Not","67","Apr 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dead Like Me, Part 3: ""Hello,"" He Lied","68","May 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dead Like Me, Part 4: Trust Me","69","May 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Simetry","70","Jun 2004","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Big Things, Part 1","71","Jun 2004","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Big Things, Part 2: Strange Bedfellows","72","Jul 2004","","Bruce Jones | Mike Deodato Jr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Big Things, Part 3: Shock Waves","73","Aug 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Big Things, Part 4","74","Sep 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Wake To Nightmare","75","Oct 2004","","Bruce Jones | Darick Robertson | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Shattered","76","Oct 2004","","Bruce Jones | Doug Braithwaite | Bill Reinhold","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tempest Fugit, Part 1","77","Mar 2005","","Peter David | Lee Weeks | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tempest Fugit, Part 2","78","Apr 2005","","Peter David | Lee Weeks | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tempest Fugit, Part 3","79","May 2005","","Peter David | Lee Weeks | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tempest Fugit, Part 4","80","Jun 2005","","Peter David | Lee Weeks | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Tempest Fugit, Part 5","81","Jul 2005","","Peter David | Lee Weeks | Thomas Palmer, Sr.","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Dear Tricia...","82","Aug 2005","","Peter David | Jae Lee","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"House of M - Terra Incognita, Part 1","83B","Sep 2005","","Peter David | Jorge Lucas","Variant Edition","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"House of M - Terra Incognita, Part 2","84A","Sep 2005","","Peter David | Jorge Pereira Lucas","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"House of M - Terra Incognita, Part 3","85","Oct 2005","","Peter David | Jorge Pereira Lucas","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"House of M - Terra Incognita, Conclusion","86","Nov 2005","","Peter David | Jorge Pereira Lucas","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Awakening","87","Dec 2005","","Peter David | Adam Kubert | Scott Hanna","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Peace in Our Time, Part One","88","Jan 2006","","Daniel Way | Keu Cha","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Peace in Our Time, Part Two","89","Jan 2006","","Daniel Way | Keu Cha","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Peace in Our Time, Part Three","90","Feb 2006","","Daniel Way | Juan Santacruz","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Peace in Our Time, Part Four","91","Mar 2006","","Daniel Way | Juan Santacruz","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Exile, Part One","92A","Feb 08, 2006","","Gregory Pak | Carlo Pagulayan | Jeffrey Huet","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Exile, Part Two","93","Mar 22, 2006","","Gregory Pak | Carlo Pagulayan | Jeffrey Huet","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Exile, Part Three","94","Apr 26, 2006","","Gregory Pak | Alex Nino | Marshall Rogers","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Exile, Part Four","95","May 31, 2006","","Gregory Pak | Marshall Rogers | Carlo Pagulayan","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Anarchy, Part 1","96","Jul 05, 2006","","Gregory Pak | Aaron Lopresti | Danny Miki","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Anarchy, Part 2","97","Aug 09, 2006","","Gregory Pak | Aaron Lopresti | Danny Miki","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Anarchy, Part 3","98A","Sep 13, 2006","","Gregory Pak | Aaron Lopresti | Danny Miki","First Printing","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Anarchy, Part 4","99","Oct 04, 2006","","Gregory Pak | Aaron Lopresti | Sandu Florea","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Allegiance, Part 1","100A","Nov 01, 2006","","Gregory Pak | Gary Friedrich | Stan Lee","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Allegiance, Part 2","101","Dec 06, 2006","","Gregory Pak | Gary Frank | Carlo Pagulayan","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Allegiance, Part 3","102","Jan 04, 2007","","Gregory Pak | Aaron Lopresti | Sandu Florea","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Allegiance / Evolution Revolution!, Part 4","103","Feb 07, 2007","","Gregory Pak | Chris Eliopoulos | Marc Sumerak","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Armageddon, Part 1","104","Mar 07, 2007","","Gregory Pak | Carlo Pagulayan | Jeffrey Huet","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Planet Hulk - Armageddon, Part 2","105","Apr 04, 2007","","Gregory Pak | Carlo Pagulayan | Jeffrey Huet","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Warbound, Part I","106A","Jul 2007","","Gregory Pak | Gary Frank | Jonathan Sibal","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Warbound, Part Ii","107A","Aug 2007","","Gregory Pak | Gary Frank | Jonathan Sibal","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Warbound, Part Iii","108","Sep 2007","","Gregory Pak | Leonard Kirk | Scott Hanna","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Warbound, Part Iv","109","Aug 08, 2007","","Gregory Pak | Carlo Pagulayan | Jeffrey Huet","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Warbound, Part V","110","Nov 2007","","Gregory Pak | Carlo Pagulayan | Jeffrey Huet","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Warbound, Part Vi","111A","Dec 2007","","Gregory Pak | Jeff Parker | Leonard Kirk","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"World War Hulk - Aftersmash, Against The World","112","Jan 2008","","Gregory Pak | Fred Van Lente | Stephane Peru","","0.0","Marvel Comics","The Incredible Hulk, Vol. 2","0","","","",""
"Shattered Heroes - Hulk: Asunder, Part One","1A","Oct 26, 2011","","Jason Aaron | Marc Silvestri | Michael Broussard","Marc Silvestri Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk: Asunder, Part Two","2A","Nov 09, 2011","","Jason Aaron | Billy Tan | Whilce Portacio","Marc Silvestri Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk: Asunder, Part Three","3","Dec 14, 2011","","Jason Aaron | Marc Silvestri","","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk vs. Banner!, Hulk Vs. Banner!","4A","Jan 11, 2012","","Jason Aaron | Whilce Portacio | Rick Ketcham","Leinil Francis Yu Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk vs. Banner!, Chapter Two: There Will Be Doom","5","Feb 08, 2012","","Jason Aaron | Whilce Portacio | Scott Hanna","","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk vs. Banner!, Chapter Three","6","Mar 14, 2012","","Jason Aaron | Whilce Portacio | Allen Martinez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk vs. Banner!, Alone","7.1","May 16, 2012","","Jason Aaron | Jefte Palo","Point One","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Stay Angry!, Part 1","8A","May 30, 2012","","Jason Aaron | Steve Dillon","Michael Komarck Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Stay Angry!, Part 2","9A","Jun 13, 2012","","Jason Aaron | Pascual Ferry","Michael Komarck Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Stay Angry!, Part 2","9A","Jun 13, 2012","","Jason Aaron | Pascual Ferry","Michael Komarck Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Stay Angry!, Part 5: Riot At The God Complex","12","Aug 08, 2012","","Jason Aaron | Carlos Pacheco | Roger Bonet Martinez","","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Hulk: United, Part 1","13","Sep 12, 2012","","Jason Aaron | Jefte Palo","","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"United, Conclusion","15A","Oct 10, 2012","","Jason Aaron | Jefte Palo","Ed McGuinness Regular Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Return to Planet Hulk, Part One","709A","Oct 18, 2017","","Gregory Pak | Greg Land | Jay Leisten","Regular Greg Land Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
"Return to Planet Hulk, Part One","709C","Oct 18, 2017","","Gregory Pak | Robbie Thompson | Greg Land","Variant Mike Deodato Jr Lenticular Homage Cover","0.0","Marvel Comics","The Incredible Hulk, Vol. 3","0","","","",""
